sentence,construction_type,language
"that there are reconciling differences between trader position analyses, AS400 on screen enquiries and the formal global position report ( these differences are at present not understood but would need to be provided to AA within the audit timetable)",Interrogative-Polar-Direct,english
"that there are reconciling differences between trader position analyses, AS400 on screen enquiries and the formal global position report ( these differences are at present not understood but would need to be provided to AA within the audit timetable)",Existential-CopPred-ThereExpl,english
"I understand how competitive the process has become, but I felt that with my work experiences, recommendations, personality, extracurricular activities, etc. that this would compensate for my disability.",Interrogative-WHInfo-Indirect,english
Let me know if you have any questions.,Interrogative-Polar-Indirect,english
I want to make sure that I understand exactly how you propose valuing the transaction and how this value would be booked.,Interrogative-WHInfo-Indirect,english
Will we be valuing/booking a series of monthly call options or a series of daily call options?,Interrogative-Polar-Direct,english
Are you deducting all operating expenses from the value of the option?,Interrogative-Polar-Direct,english
"Are you using the ""SPRDOPT"" Exotic Options function to value the option?",Interrogative-Polar-Direct,english
Are you using the $/MWh VOM dollar amount as your strike?,Interrogative-Polar-Direct,english
Has Don provided the fixed payment stream?,Interrogative-Polar-Direct,english
"We are running so full tilt on TW that we may not have as much flexibiltiy to manage this situation as we expected, but let me know what we can do.",Interrogative-WHInfo-Indirect,english
Please review it and let me know if you have any comments on or before Tuesday afternoon (I will be out of the office Monday).,Interrogative-Polar-Indirect,english
"Lou, do we have any sort of policy on requests like this?",Interrogative-Polar-Direct,english
"Lou, do we have any sort of policy on requests like this?",Interrogative-Polar-Direct,english
Who is responsible for completing all paperwork for entering a new market?,Interrogative-WHInfo-Direct,english
There have been some issues with getting everything coordinated lately and I wanted to make sure that we knew who was on point.,Interrogative-Polar-Direct,english
There have been some issues with getting everything coordinated lately and I wanted to make sure that we knew who was on point.,Interrogative-WHInfo-Indirect,english
There have been some issues with getting everything coordinated lately and I wanted to make sure that we knew who was on point.,Existential-CopPred-ThereExpl,english
Do you want me to send the invoices to you?,Interrogative-Polar-Direct,english
Can we have a meeting this week (maybe Thursday at 3:30) to discuss this?,Interrogative-Polar-Direct,english
There is an Electric Restructuring Committee hearing scheduled for September 6th or 7th.,Interrogative-Polar-Direct,english
There is an Electric Restructuring Committee hearing scheduled for September 6th or 7th.,Existential-CopPred-ThereExpl,english
"Now that Sibley is not a candidate for Lt. Governor, there is more freedom to open up and ask some difficult questions.",Interrogative-Polar-Direct,english
"Now that Sibley is not a candidate for Lt. Governor, there is more freedom to open up and ask some difficult questions.",Existential-CopPred-ThereExpl,english
Can we find another time that works for us to meet?,Interrogative-Polar-Direct,english
What do I need to do?,Interrogative-WHInfo-Indirect,english
"Please, let me know if you interested in introducing Peter to executives in your organization.",Interrogative-Polar-Indirect,english
What is the subject matter you wish to visit about?,Interrogative-WHInfo-Direct,english
I am asking respectfully if you could give me a recommendation or referral to ETS technology department.,Interrogative-Polar-Indirect,english
I am asking respectfully if you could give me a recommendation or referral to ETS technology department.,Interrogative-Polar-Indirect,english
Please let me know if you are interested in any of these games.,Interrogative-Polar-Indirect,english
Let me know if this is the appropriate steps that you would like to see.,Interrogative-Polar-Indirect,english
There's a new EOL Counterparty listed in the UK.,Interrogative-Polar-Direct,english
There's a new EOL Counterparty listed in the UK.,Existential-CopPred-ThereExpl,english
Let me know if this is the appropriate steps that you would like to see.,Interrogative-Polar-Indirect,english
There's a new EOL Counterparty listed in the UK.,Interrogative-Polar-Direct,english
There's a new EOL Counterparty listed in the UK.,Existential-CopPred-ThereExpl,english
Can you cover for me today?,Interrogative-Polar-Direct,english
Do we have 2 sessions today?,Interrogative-Polar-Direct,english
What do you think?,Interrogative-WHInfo-Direct,english
"After that, what do we do?",Interrogative-WHInfo-Direct,english
Do you also have a SSD we can use?,Interrogative-Polar-Direct,english
Please let us know if you need anything else.,Interrogative-Polar-Indirect,english
Should there be a (groan) meeting on this?,Interrogative-Polar-Direct,english
Should there be a (groan) meeting on this?,Interrogative-Polar-Direct,english
Should there be a (groan) meeting on this?,Existential-CopPred-ThereExpl,english
Can you please help with this one?,Interrogative-Polar-Direct,english
"Since Enron's employees are assigned an SAP identification numbers (P number) and an HR number, could Enron as a company use these IDs instead of the SS numbers?",Interrogative-Polar-Direct,english
Please let me know how your organization can help the Enron employees feel safer about the safeguard of their SS number.,Interrogative-WHInfo-Indirect,english
Could you please ask Shanna to take this situation to Sharon tomorrow?,Interrogative-Polar-Direct,english
"Let's discuss exactly what is involved here -- confidentiality, etc.",Interrogative-WHInfo-Indirect,english
Let me know if you have any questions.,Interrogative-Polar-Indirect,english
HBS will shadow Enron and a number of other companies over the next five years to assess how we react to market changes and to see how we morph during this time period.,Interrogative-WHInfo-Indirect,english
HBS will shadow Enron and a number of other companies over the next five years to assess how we react to market changes and to see how we morph during this time period.,Interrogative-WHInfo-Indirect,english
Please let me know at your earliest convience if you can help me.,Interrogative-Polar-Indirect,english
Have you decided who will be assisting tax-wise for these two countries?,Interrogative-WHInfo-Indirect,english
Let me know if you would like to participate in any way.,Interrogative-Polar-Indirect,english
"How about Friday, Sept. 17, at 9 am (Houston time) which is 11 am (Sao Paulo) time?",Interrogative-WHInfo-Direct,english
Please let me know if you would like for me to conference you in.,Interrogative-Polar-Indirect,english
Dan: please see if the attached draft works.,Interrogative-Polar-Indirect,english
"As a result of our luncheon with the confirm desk yesterday, could someone develop a comprehensive list identifying all omnibus attachments?",Interrogative-Polar-Direct,english
Let me know how I can help further.,Interrogative-WHInfo-Indirect,english
There is an outside chance we could have everything set to go this week.,Interrogative-Polar-Direct,english
There is an outside chance we could have everything set to go this week.,Existential-CopPred-ThereExpl,english
To what do I owe this small pleasure?,Interrogative-WHInfo-Direct,english
Where are you living these days?,Interrogative-WHInfo-Direct,english
Are you selling burgers up and down the east coast?,Interrogative-Polar-Direct,english
Have you gone international?,Interrogative-Polar-Direct,english
How's your family?,Interrogative-WHInfo-Direct,english
Do you miss me?,Interrogative-Polar-Direct,english
Could you send me a set?,Interrogative-Polar-Direct,english
Could you send me a set?,Interrogative-Polar-Direct,english
have you gotten a price?,Interrogative-Polar-Direct,english
Tom's group would like to know if we have any interesting in buying the crude on either a fixed or floating basis.,Interrogative-Polar-Indirect,english
Could someone in your group please give me a notional non binding basis differential for this quality of crude for Cal 2003?,Interrogative-Polar-Direct,english
How's school going?,Interrogative-WHInfo-Direct,english
What happened?,Interrogative-WHInfo-Direct,english
"Here's a story...as I was waiting at the bus stop (7:35am) to go to school, a lady approached me and asked if I'd make sure her daughter got on a certain bus.",Interrogative-Polar-Indirect,english
Which I then realized I missed.,Interrogative-WHInfo-Indirect,english
There were only 15 minutes left of class.,Interrogative-Polar-Direct,english
There were only 15 minutes left of class.,Existential-CopPred-ThereExpl,english
I told the bus driver where to drop her off.,Interrogative-WHInfo-Indirect,english
Is there anyone else in EGM that could participate?,Interrogative-Polar-Direct,english
Is there anyone else in EGM that could participate?,Existential-CopPred-ThereExpl,english
Where does our 50% (the 1.65 million dollars) show up?,Interrogative-WHInfo-Direct,english
Can you provide me with more details?,Interrogative-Polar-Direct,english
"1. In Section 1.1, there should be a parentheses after etc. in the 5th line.",Interrogative-Polar-Direct,english
"1. In Section 1.1, there should be a parentheses after etc. in the 5th line.",Existential-CopPred-ThereExpl,english
8. Where is the defined term Govt Authority used?,Interrogative-WHInfo-Direct,english
How are you making out on the revised version of the LOC?,Interrogative-WHInfo-Direct,english
Are we playing tomorrow at 9:30?,Interrogative-Polar-Direct,english
Do you want 6/1/01 and forward or do you want to include all of May since they have not been settled?,Interrogative-Polar-Direct,english
Does Attachment A to the Select EEI Master need to be updated or is the version that you sent to me the current version?,Interrogative-Polar-Direct,english
Our credit person doesn't understand why the transferability language needs to be eliminated.,Interrogative-WHInfo-Indirect,english
Is there some specific concern that we can address?,Interrogative-Polar-Direct,english
Is there some specific concern that we can address?,Existential-CopPred-ThereExpl,english
Were there any?,Interrogative-Polar-Direct,english
Were there any?,Existential-CopPred-ThereExpl,english
"You will notice that Questar has requested a ""Payment Plan"" that details when they will pay Transwestern for the interconnect due to the recent Enron events.",Interrogative-WHInfo-Indirect,english
"Has a location, Theirs or TW land/ROW, been settled and when is the required in-service date?",Interrogative-WHInfo-Direct,english
Can you and Tom join us?,Interrogative-Polar-Direct,english
"I was in a meeting last week and this was discussed (I don't remember if you were there or not) but I'm thinking that you may have already proceeded ahead for implementation which is great, thanks!",Interrogative-Polar-Indirect,english
Do you think we need to do more?,Interrogative-Polar-Direct,english
I just couldn't remember if it was you or Terry.,Interrogative-Polar-Indirect,english
"I was in a meeting last week and this was discussed (I don't remember if you were there or not) but I'm thinking that you may have already proceeded ahead for implementation which is great, thanks!",Interrogative-Polar-Indirect,english
Do you think we need to do more?,Interrogative-Polar-Direct,english
Let me know if you have any questions.,Interrogative-Polar-Indirect,english
Please review and let me know what you think.,Interrogative-WHInfo-Indirect,english
Investors are asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.,Interrogative-WHInfo-Indirect,english
You know when the meeting with schedulers will be?,Interrogative-WHInfo-Indirect,english
You know when the meeting with schedulers will be?,Interrogative-WHInfo-Direct,english
"""I don't know how these events could have taken place without some concerted effort,"" said Dunn.",Interrogative-WHInfo-Indirect,english
"""It was beyond belief that they failed to mention something so significant.",Interrogative-Polar-Direct,english
Is there any question?,Interrogative-Polar-Direct,english
Is there any question?,Existential-CopPred-ThereExpl,english
Are you playing golf?,Interrogative-Polar-Direct,english
Have they expressed any interest in negotiating?,Interrogative-Polar-Direct,english
"There is nothing wrong with a REAL negotiation, but nothing particularly helpful about generating one that s just for show.",Interrogative-Polar-Direct,english
"There is nothing wrong with a REAL negotiation, but nothing particularly helpful about generating one that s just for show.",Existential-CopPred-ThereExpl,english
"Where is the ""simple"" explanation of the transportation piece?",Interrogative-WHInfo-Direct,english
What say ye?,Interrogative-WHInfo-Direct,english
"In addition, could you look over the list below to see if there are any additional employees in your group that spent time on ECP, so we can ensure we bill all of our used resources to ECP.",Interrogative-Polar-Indirect,english
How does this look?,Interrogative-WHInfo-Direct,english
Did you get my fax on Friday?,Interrogative-Polar-Direct,english
Have you heard if the Kinga has had little Brian II yet?,Interrogative-Polar-Direct,english
Have you heard if the Kinga has had little Brian II yet?,Interrogative-Polar-Indirect,english
"Now that Michelle is in your fold, do you want to reconsider her being the contact person with AAA on this?",Interrogative-Polar-Direct,english
Richard - please let me know what we need to do next to file suit.,Interrogative-WHInfo-Indirect,english
Richard - please let me know what we need to do next to file suit.,Interrogative-WHInfo-Indirect,english
Has Liz finished with gathering the documents?,Interrogative-Polar-Direct,english
We would like to meet between November 14 and?December 1?since construction of our services is already underway.?,Interrogative-Polar-Direct,english
"Please let me know what is possible, and feel free to give me a call if you have any questions (978-376-9004).",Interrogative-WHInfo-Indirect,english
Do you have a tel # for Mike?,Interrogative-Polar-Direct,english
"How can I say such an abomination, ask you?",Interrogative-WHInfo-Indirect,english
"When you blame it all on society, there's noone to to take responsibility and all of a sudden you have generation of fucked up kids who are likley smoking, drinking, doing drugs, fucking the neighbor or some internet perv just because you are too lazy to see waht they're doing.",Interrogative-Polar-Direct,english
"When you blame it all on society, there's noone to to take responsibility and all of a sudden you have generation of fucked up kids who are likley smoking, drinking, doing drugs, fucking the neighbor or some internet perv just because you are too lazy to see waht they're doing.",Interrogative-WHInfo-Indirect,english
"When you blame it all on society, there's noone to to take responsibility and all of a sudden you have generation of fucked up kids who are likley smoking, drinking, doing drugs, fucking the neighbor or some internet perv just because you are too lazy to see waht they're doing.",Existential-CopPred-ThereExpl,english
There is no escape from the collective ocean we all swim in.,Interrogative-Polar-Direct,english
There is no escape from the collective ocean we all swim in.,Existential-CopPred-ThereExpl,english
Jesus said that what you do the least of the people you do to him.,Interrogative-WHInfo-Indirect,english
What are you doing to the least of the people?,Interrogative-WHInfo-Direct,english
"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",Interrogative-WHInfo-Indirect,english
"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",Interrogative-WHInfo-Indirect,english
Will we choose to live in harmony with this planet or crash and burn in a conflagration of arrogance and disregard?,Interrogative-Polar-Direct,english
Will we choose to rise about prejudice and intolerance or go down kicking and screaming with holding on to fear and anger?,Interrogative-Polar-Direct,english
There is no health without peace and no peace without health.,Interrogative-Polar-Direct,english
There is no health without peace and no peace without health.,Existential-CopPred-ThereExpl,english
What are you searching for?,Interrogative-WHInfo-Direct,english
What is long term viability?,Interrogative-WHInfo-Direct,english
"You will discover: · How to Create the Security of Residual Income; · Why Agel is the Best Vehicle to Live Your Dreams; · The Amazing Scientific Breakthrough Behind the Products; · How the ""Quadra-Plan"" Builds Bigger Bonus Checks Faster; · The Support System in Place to Help You Build Stronger; and · The Secret to Lock in a ""Legacy"" Position!",Interrogative-WHInfo-Indirect,english
"Bending to the left indicates: ""I know how to fulfil Your demands.""",Interrogative-WHInfo-Indirect,english
The project eventually was terminated but Larry and Bob decided to finish what they started and bring it to the world.,Interrogative-WHInfo-Indirect,english
"There are already several forums around the net focused on discussing Guild Wars, so why create a new one?",Interrogative-Polar-Direct,english
"There are already several forums around the net focused on discussing Guild Wars, so why create a new one?",Existential-CopPred-ThereExpl,english
I say why not?,Interrogative-WHInfo-Indirect,english
"I was kind of curious, what exactly is Guild Wars?",Interrogative-WHInfo-Direct,english
There are no other requirements other than we ask that members greet each new member and each new alliance and also feel free to post in any of the forums.,Interrogative-Polar-Direct,english
There are no other requirements other than we ask that members greet each new member and each new alliance and also feel free to post in any of the forums.,Existential-CopPred-ThereExpl,english
Who are we?,Interrogative-WHInfo-Direct,english
And who are you?,Interrogative-WHInfo-Direct,english
And what is there to show for it?,Interrogative-Polar-Direct,english
And what is there to show for it?,Existential-CopPred-ThereExpl,english
And what is there to show for it?,Interrogative-WHInfo-Direct,english
Do you feel safer?,Interrogative-Polar-Direct,english
Do you live in a gated community or gentrified neighborhood?,Interrogative-Polar-Direct,english
"By the way, have you read the Declaration of Independence and US Constitution - or do you only know the first phrases?",Interrogative-Polar-Direct,english
"Did you know that approximately 10 million Americans are either incarcerated, on probation, on parole or once were in those categories?",Interrogative-Polar-Direct,english
Don't you think it's time we talked?,Interrogative-Polar-Direct,english
Can you accept that the road we are travelling points toward a grim and painful future?,Interrogative-Polar-Direct,english
There are a couple of packages available through the supporters of the comp.sources.unix archives.,Interrogative-Polar-Direct,english
There are a couple of packages available through the supporters of the comp.sources.unix archives.,Existential-CopPred-ThereExpl,english
"""I can only imagine that this is what Hiroshima looked like 60 years ago,"" said Mississippi Governor Haley Barbour after viewing the destruction from the air.",Interrogative-WHInfo-Indirect,english
"""I can only imagine that this is what Hiroshima looked like 60 years ago,"" said Mississippi Governor Haley Barbour after viewing the destruction from the air.",Interrogative-WHInfo-Indirect,english
I guess if you are someone not familiar with how NASA benefits our society I can see how one might form the opinion of yheggy-ga.,Interrogative-WHInfo-Indirect,english
"That band is involved in a local competition which promises a $5000 first prize, which they would like to win in order to donate it to the benefit fund which they have started.",Interrogative-WHInfo-Indirect,english
There is a link to the contest page.,Interrogative-Polar-Direct,english
There is a link to the contest page.,Existential-CopPred-ThereExpl,english
"The winner of this competition will receive $5000, which Beyond Control hopes to win in order to donate it to the Abby Freeman fund.",Interrogative-WHInfo-Indirect,english
"Increasingly, analysts are saying that China's efforts have gone beyond what is safe or even in its own interests.",Interrogative-WHInfo-Indirect,english
Meditation has to do with what is called ideation.,Interrogative-WHInfo-Indirect,english
"Yet, there is warmth and a familiarity with the vastness.",Interrogative-Polar-Direct,english
"Yet, there is warmth and a familiarity with the vastness.",Existential-CopPred-ThereExpl,english
"Now feel yourself returning to where you sit ... move your hands and feet a little, stretch them.",Interrogative-WHInfo-Indirect,english
So there is a lot of hurry-up pressure on the Senate to give its prompt vote of approval.,Interrogative-Polar-Direct,english
So there is a lot of hurry-up pressure on the Senate to give its prompt vote of approval.,Existential-CopPred-ThereExpl,english
"There is an old saying that applies in this situation: ""Act in haste, repent at leisure.""",Interrogative-Polar-Direct,english
"There is an old saying that applies in this situation: ""Act in haste, repent at leisure.""",Existential-CopPred-ThereExpl,english
I don't want to appear before God on judgment day and have to explain why I didn't do anything like this in my life.,Interrogative-WHInfo-Indirect,english
And what am I DOING about it?,Interrogative-WHInfo-Direct,english
What justifies this extraordinary mistreatment?,Interrogative-WHInfo-Direct,english
"Let me tell you how this works and most important, why it works..........",Interrogative-WHInfo-Indirect,english
"Where there had been only one beaver colony in the park's northern range before the wolves returned, now there are nine.",Interrogative-Polar-Direct,english
"Where there had been only one beaver colony in the park's northern range before the wolves returned, now there are nine.",Existential-CopPred-ThereExpl,english
"""There's a lot of impact on plants and they say, 'Who cares?'",Interrogative-Polar-Direct,english
"""There's a lot of impact on plants and they say, 'Who cares?'",Existential-CopPred-ThereExpl,english
"There are only about 850 wolves in the West, but there are an estimated 31,000 mountain lions.",Interrogative-Polar-Direct,english
"There are only about 850 wolves in the West, but there are an estimated 31,000 mountain lions.",Existential-CopPred-ThereExpl,english
"""There have been large numbers of population extinctions in Mexico and southern California in areas where the habitat is still acceptable.""",Interrogative-Polar-Direct,english
"""There have been large numbers of population extinctions in Mexico and southern California in areas where the habitat is still acceptable.""",Existential-CopPred-ThereExpl,english
"The problem is whether one cares what happens to the polar bears, checkerspot butterflies and other unconsumables.",Interrogative-WHInfo-Indirect,english
How has Katrina changed the US?,Interrogative-WHInfo-Direct,english
What will be the lasting effects of Hurricane Katrina and what can be learnt from the response?,Interrogative-WHInfo-Direct,english
How has Katrina changed the US?,Interrogative-WHInfo-Direct,english
Has it altered your life?,Interrogative-Polar-Direct,english
Has the disaster affected the way other countries view the US?,Interrogative-Polar-Direct,english
"""I do not feel it has changed the US citizens which is what was needed, even now the majority want ""Gas"" despite the fact they are polluting the world more than any other country in the world and refuse to stop, perhaps this natural disaster, which let's face it looks like a product of Global Warming, will change their views, why not pick things up with your hands and walk with your legs, other people in the world do it, ""Gas"" is not the be all and end all!""",Interrogative-WHInfo-Indirect,english
"There is a lot of racial diversity in all of these places... and I've vacationed through the south... visited my folks when they lived in Mississippi, and where they live now and are in the racial minority being white (less than 20%) in northeastern Arkansas.",Interrogative-Polar-Direct,english
"There is a lot of racial diversity in all of these places... and I've vacationed through the south... visited my folks when they lived in Mississippi, and where they live now and are in the racial minority being white (less than 20%) in northeastern Arkansas.",Existential-CopPred-ThereExpl,english
I don't know if this will change other nation's perceptions of America.,Interrogative-Polar-Indirect,english
Will racial diversity find its way to Wyoming as some people are offered jobs there?,Interrogative-Polar-Direct,english
Will the housing market in Dallas begin booming like the rest of the nation has due to the influx of buyers?,Interrogative-Polar-Direct,english
Will businesses that were new in 2005 have become a household name due to their efforts in rebuilding the gulf coast?,Interrogative-Polar-Direct,english
What will the federal government do to prevent inflation in the housing and building market?,Interrogative-WHInfo-Direct,english
"What I heard was the Mayor of New Orleans, saying that he didn't order the buses or anything else to be used because he was waiting on someone else to tell him what to do.",Interrogative-WHInfo-Indirect,english
When common sense takes a back seat to politics and legal mumbo jumbo what have we become?,Interrogative-WHInfo-Indirect,english
When common sense takes a back seat to politics and legal mumbo jumbo what have we become?,Interrogative-WHInfo-Direct,english
In the meanwhile there are still broken families that should have been safe in the home of the brave.,Interrogative-Polar-Direct,english
In the meanwhile there are still broken families that should have been safe in the home of the brave.,Existential-CopPred-ThereExpl,english
There's so much punch packed into this combination that it's almost scary.,Interrogative-Polar-Direct,english
There's so much punch packed into this combination that it's almost scary.,Existential-CopPred-ThereExpl,english
"A Spanish refugee, ANTONIO PEREZ, visited England in 1593 and became acquainted with Francis & ANTHONY Bacon, with whom for a time he seems to have been on terms of intimacy, which did not last very long, for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles.",Interrogative-WHInfo-Indirect,english
<<There were no Jews in England to speak of in the 1590's.,Interrogative-Polar-Direct,english
<<There were no Jews in England to speak of in the 1590's.,Existential-CopPred-ThereExpl,english
Then and there they would have plunged their knives into me could they have seen how to escape the consequences of the deed.,Interrogative-WHInfo-Indirect,english
"How they murdered him I do not know, save that it was Murillo's hand who struck him down, for Lopez had remained to guard me.",Interrogative-WHInfo-Indirect,english
There is considerable evidence that it is developing both a long-range missile force and a range of weapons of mass destruction.,Interrogative-Polar-Direct,english
There is considerable evidence that it is developing both a long-range missile force and a range of weapons of mass destruction.,Existential-CopPred-ThereExpl,english
My dad just doesn't understand?,Interrogative-Polar-Direct,english
"Besides from Pacquiao, what else is The Philipines famous for?",Interrogative-WHInfo-Direct,english
"You shouldn't ask this question it's intimidating, if i tell you what people knows about Philippines you will blush, thank god many thinks i'm japanese just because of the way i keep myself, the way i talk and treat people, and the way i dress, so if you don't want nasty, insulting answers especially from those undesirable migrants like puttagenius, caloy, gro science, and irene.",Interrogative-WHInfo-Indirect,english
Would you recommend living in Limerick as a student?,Interrogative-Polar-Direct,english
"I've been given the opportunity to live in Limerick, Ireland, next year as part of my course..if you know about Limerick, what are the pros and cons?",Interrogative-WHInfo-Direct,english
and would you recommend it as a student?,Interrogative-Polar-Direct,english
"Although there is 'bad press' directing at AREA'S of limerick, but nowhere near the university.",Interrogative-Polar-Direct,english
"Although there is 'bad press' directing at AREA'S of limerick, but nowhere near the university.",Existential-CopPred-ThereExpl,english
Have you tried using clockwork recovery?,Interrogative-Polar-Direct,english
and how big are they?,Interrogative-WHInfo-Direct,english
can anyone give me information about them?,Interrogative-Polar-Direct,english
how has ur experience with it?,Interrogative-WHInfo-Direct,english
or what?,Interrogative-WHInfo-Direct,english
You will see in the image if there is dirt as that will be the only thing in focus,Interrogative-Polar-Indirect,english
"There should be a Pixel Mapping function in the menu that will get rid of them, most sensors have a few dead and flipped pixels, some only show up on long exposures.",Interrogative-Polar-Direct,english
"There should be a Pixel Mapping function in the menu that will get rid of them, most sensors have a few dead and flipped pixels, some only show up on long exposures.",Existential-CopPred-ThereExpl,english
"In Chicago, what is the best restaurant to dine at on a budget?",Interrogative-WHInfo-Direct,english
Not that there is anything wrong with that because they also employ local people that live and shop in the area.,Interrogative-Polar-Direct,english
Not that there is anything wrong with that because they also employ local people that live and shop in the area.,Existential-CopPred-ThereExpl,english
Is there any cure for mouse poison?,Interrogative-Polar-Direct,english
Is there any cure for mouse poison?,Existential-CopPred-ThereExpl,english
"I know that the mouse will probably die, but I was wondering if there is any cure for mouse poison?",Interrogative-Polar-Indirect,english
Is there any way to strengthen it?,Interrogative-Polar-Direct,english
Is there any way to strengthen it?,Existential-CopPred-ThereExpl,english
3. Is there any cheap way to give it a shine like I made it in a kiln?,Interrogative-Polar-Direct,english
3. Is there any cheap way to give it a shine like I made it in a kiln?,Existential-CopPred-ThereExpl,english
Should i bring her?,Interrogative-Polar-Direct,english
"If not, what is?",Interrogative-WHInfo-Direct,english
"I'm not gonna say who, they are on now.",Interrogative-WHInfo-Indirect,english
whoooooo?,Interrogative-WHInfo-Direct,english
EDIT: I love how she says it's not callum but doesn't deny it's me....i think we all know who she's talking about...,Interrogative-WHInfo-Indirect,english
EDIT: I love how she says it's not callum but doesn't deny it's me....i think we all know who she's talking about...,Interrogative-WHInfo-Indirect,english
"can i buy a laptop in u.k and then take it to rep.ireland and put a irish pay,go dongle init?",Interrogative-Polar-Direct,english
There won't be a difference since mobile broadband is supposed to be digital.,Interrogative-Polar-Direct,english
There won't be a difference since mobile broadband is supposed to be digital.,Existential-CopPred-ThereExpl,english
How do I take care of my newborn baby fish?,Interrogative-WHInfo-Direct,english
"I am nervous that my other fish will eat them, and I don't know what to feed them!",Interrogative-WHInfo-Indirect,english
what is a kimberwick bit used for?,Interrogative-WHInfo-Direct,english
"There's a Canon EOS T2i, with the exact same sensor, just no articulating screen.",Interrogative-Polar-Direct,english
"There's a Canon EOS T2i, with the exact same sensor, just no articulating screen.",Existential-CopPred-ThereExpl,english
"If you can't even do basic math, you'll never figure out how to use a DSLR camera properly.",Interrogative-WHInfo-Indirect,english
does the POP drying time slow down if it not exposed to air?,Interrogative-Polar-Direct,english
I'm getting a dwarf Hamster tomorrow And i was just talking to my Mom and she said that we have to take out the wheel at night because it would disturb her sleep But i told her no because i said their energetic at night at my room is right next door to hers But i heard their are wheels that dont make noise at all what would be the price of it?,Interrogative-WHInfo-Direct,english
How can I change my boarding station against the ticket I booked a month back from counter?,Interrogative-WHInfo-Direct,english
In Calcutta there is a Foreigner's reservation office where they speak English very well.,Interrogative-Polar-Direct,english
In Calcutta there is a Foreigner's reservation office where they speak English very well.,Existential-CopPred-ThereExpl,english
I don't remember near which station it is though.,Interrogative-WHInfo-Indirect,english
They can help you and it is close to a train station in Calcutta so check a few big ones?,Interrogative-Polar-Direct,english
"Problem is, for some reason, the visa process took longer than it should, thus I missed school this semester (visa was issued to me about 25 days after school started so I couldn't attend), now I no longer want to go into that school (because they only would accept me again on September of 2012), I found a school that accepted me for may 2012, can I use the same visa that was issued to me?",Interrogative-Polar-Direct,english
or do I need to reapply ?,Interrogative-Polar-Direct,english
How Do you Prevent A Dwarf Hamster Escaping From The Cage?,Interrogative-WHInfo-Direct,english
What is the best way of doing it?,Interrogative-WHInfo-Direct,english
Why is it stil doing this even though I don't have the other phone connected?,Interrogative-WHInfo-Direct,english
turn the modem off and see if the sound is still there... could be static on the line... if the sound is still there with the modem off then the problem is NOT the DSL....,Interrogative-Polar-Indirect,english
What do other Holga owners do when they need to change film when they are traveling?,Interrogative-WHInfo-Direct,english
Do you just take a changing bag with you?,Interrogative-Polar-Direct,english
Whats the easiest thing?,Interrogative-WHInfo-Direct,english
You don't think is was because of female nudes considering the nearly naked girls/women seen at pools and beaches and the completely naked manikins that show up in store windows in malls during changes in display?,Interrogative-Polar-Direct,english
Your teacher knows what goes on in your community and wants to keep her job.,Interrogative-WHInfo-Indirect,english
There are some things to consider though...,Interrogative-Polar-Direct,english
There are some things to consider though...,Existential-CopPred-ThereExpl,english
What is the most interesting place to see in South Korea?,Interrogative-WHInfo-Direct,english
what do I feed it?,Interrogative-WHInfo-Direct,english
"It's pure white, no marks or streaks or anything, I don't know what type of bird it is, probably a dove?",Interrogative-WHInfo-Indirect,english
What should I feed it?,Interrogative-WHInfo-Direct,english
there's these little like bait worms at jacks.petshoppe .,Interrogative-Polar-Direct,english
there's these little like bait worms at jacks.petshoppe .,Existential-CopPred-ThereExpl,english
how do i get to paris cdg airport to paris montparnasse?,Interrogative-WHInfo-Direct,english
can anybody tell me if the metro runs directly from CDG to montparnasse?,Interrogative-Polar-Direct,english
What are good B&W software's Photography?,Interrogative-WHInfo-Direct,english
What are really good programs for smooth crisp Black & White editing?,Interrogative-WHInfo-Direct,english
"depends what you want from ""B&W""... many programs will use a generic B&W...",Interrogative-WHInfo-Indirect,english
Would you choose the cheapest brakes for your expensive race car or maybe the cheapest parachute too?,Interrogative-Polar-Direct,english
Why?,Interrogative-WHInfo-Direct,english
There are a lot of good quality dry cat foods.,Interrogative-Polar-Direct,english
There are a lot of good quality dry cat foods.,Existential-CopPred-ThereExpl,english
Whats your favorite part about trail riding?,Interrogative-WHInfo-Direct,english
"I love how it really depends on how good a horse your horse really is, not how talented he is.",Interrogative-WHInfo-Indirect,english
How would I need to set a sump for this 10 gallon?,Interrogative-WHInfo-Indirect,english
Do I need a protein skimmer or any other equipment?,Interrogative-Polar-Direct,english
Does the Tablet have a major difference in speed compared to the Color?,Interrogative-Polar-Direct,english
"Yes, I know about the Kindle Fire but that's not what I want (: Does it make sense to shell out the extra fifty dollars?",Interrogative-WHInfo-Direct,english
How to start a new fish tank?,Interrogative-WHInfo-Direct,english
I'm getting a 10 gallon for my betta tomorrow and I just want to know how to properly set it up.,Interrogative-WHInfo-Indirect,english
Any and all suggestions on what I need to do and buy will help.,Interrogative-WHInfo-Indirect,english
"ask the people selling you the fish how you should set it up,they would know",Interrogative-WHInfo-Indirect,english
I would like to learn how,Interrogative-WHInfo-Indirect,english
